query_export_key	query_node_id	query_feature_id	query_featurelist_feature_id	query_scans	query_label	query_raw_name	hit_rank	hit_spectral_score	hit_matches	hit_precursor_mz	hit_raw_name	hit_CHARGE	hit_COLLISION_ENERGY	hit_FEATURELIST_FEATURE_ID	hit_FEATURE_ID	hit_FEATURE_MS1_HEIGHT	hit_FILENAME	hit_FRAGMENTATION_METHOD	hit_IONMODE	hit_ISOLATION_WINDOW	hit_MERGED_ACROSS_N_SAMPLES	hit_MSLEVEL	hit_NUM PEAKS	hit_PEPMASS	hit_RTINSECONDS	hit_SCANS	hit_SOURCE_SCAN_USI	hit_SPECTYPE
1009	1008	1009	Aligned feature list peak gap-filled:1009	1009	n1009	1009	4	0.99684838	26	203.034310	807	1	[30.0]	Aligned feature list peak gap-filled:807	807	2.741E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	51	203.03431	241.60	807	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2945"]	SINGLE_SCAN
1010	1009	1010	Aligned feature list peak gap-filled:1010	1010	n1010	1010	1	1.00000000	32	395.146600	1010	1	[30.0]	Aligned feature list peak gap-filled:1010	1010	7.9E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	32	395.1466	300.94	1010	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3686"]	SINGLE_SCAN
1010	1009	1010	Aligned feature list peak gap-filled:1010	1010	n1010	1010	2	0.95444272	11	395.146660	1093	1	[30.0]	Aligned feature list peak gap-filled:1093	1093	6.419E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	38	395.14666	320.71	1093	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3904"]	SINGLE_SCAN
1010	1009	1010	Aligned feature list peak gap-filled:1010	1010	n1010	1010	3	0.93765509	6	395.146670	931	1	[30.0]	Aligned feature list peak gap-filled:931	931	3.256E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	35	395.14667	281.11	931	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3426"]	SINGLE_SCAN
1011	1010	1011	Aligned feature list peak gap-filled:1011	1011	n1011	1011	1	1.00000000	71	269.081220	1011	1	[30.0]	Aligned feature list peak gap-filled:1011	1011	1.363E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	71	269.08122	301.44	1011	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3672"]	SINGLE_SCAN
1011	1010	1011	Aligned feature list peak gap-filled:1011	1011	n1011	1011	2	0.94394972	25	269.081220	760	1	[30.0]	Aligned feature list peak gap-filled:760	760	3.914E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	92	269.08122	227.85	760	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2784"]	SINGLE_SCAN
1012	1011	1012	Aligned feature list peak gap-filled:1012	1012	n1012	1012	1	1.00000000	48	395.223470	1012	1	[30.0]	Aligned feature list peak gap-filled:1012	1012	7.286E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	48	395.22347	301.58	1012	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3634"]	SINGLE_SCAN
1012	1011	1012	Aligned feature list peak gap-filled:1012	1012	n1012	1012	2	0.82741404	9	395.217680	464	1	[30.0]	Aligned feature list peak gap-filled:464	464	2.101E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	113	395.21768	130.96	464	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:1588"]	SINGLE_SCAN
1013	1012	1013	Aligned feature list peak gap-filled:1013	1013	n1013	1013	1	1.00000000	32	527.244400	1013	1	[30.0]	Aligned feature list peak gap-filled:1013	1013	1.822E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	32	527.2444	302.08	1013	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3642"]	SINGLE_SCAN
1014	1013	1014	Aligned feature list peak gap-filled:1014	1014	n1014	1014	1	1.00000000	43	377.280350	1014	1	[30.0]	Aligned feature list peak gap-filled:1014	1014	8.588E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	43	377.28035	302.08	1014	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3641"]	SINGLE_SCAN
1015	1014	1015	Aligned feature list peak gap-filled:1015	1015	n1015	1015	1	1.00000000	189	505.262220	1015	1	[30.0]	Aligned feature list peak gap-filled:1015	1015	3.782E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	189	505.26222	302.08	1015	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3640"]	SINGLE_SCAN
1016	1015	1016	Aligned feature list peak gap-filled:1016	1016	n1016	1016	1	1.00000000	68	355.152050	1016	1	[30.0]	Aligned feature list peak gap-filled:1016	1016	8.937E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	68	355.15205	307.57	1016	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3742"]	SINGLE_SCAN
1016	1015	1016	Aligned feature list peak gap-filled:1016	1016	n1016	1016	2	0.95634100	7	355.151700	966	1	[30.0]	Aligned feature list peak gap-filled:966	966	1.017E9	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	21	355.1517	290.55	966	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3554"]	SINGLE_SCAN
1016	1015	1016	Aligned feature list peak gap-filled:1016	1016	n1016	1016	3	0.95573182	19	355.152070	821	1	[30.0]	Aligned feature list peak gap-filled:821	821	3.776E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	46	355.15207	245.03	821	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2988"]	SINGLE_SCAN
1016	1015	1016	Aligned feature list peak gap-filled:1016	1016	n1016	1016	4	0.95472138	7	355.151970	845	1	[30.0]	Aligned feature list peak gap-filled:845	845	3.4E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	25	355.15197	255.39	845	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3112"]	SINGLE_SCAN
1016	1015	1016	Aligned feature list peak gap-filled:1016	1016	n1016	1016	5	0.93425182	10	355.152670	933	1	[30.0]	Aligned feature list peak gap-filled:933	933	1.912E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	59	355.15267	281.60	933	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3441"]	SINGLE_SCAN
1017	1016	1017	Aligned feature list peak gap-filled:1017	1017	n1017	1017	1	1.00000000	41	324.181060	1017	1	[30.0]	Aligned feature list peak gap-filled:1017	1017	7.114E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	41	324.18106	308.07	1017	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3754"]	SINGLE_SCAN
1017	1016	1017	Aligned feature list peak gap-filled:1017	1017	n1017	1017	2	0.87048261	8	324.180740	754	1	[30.0]	Aligned feature list peak gap-filled:754	754	2.239E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	28	324.18074	224.98	754	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2769"]	SINGLE_SCAN
1018	1017	1018	Aligned feature list peak gap-filled:1018	1018	n1018	1018	1	1.00000000	51	431.076940	1018	1	[30.0]	Aligned feature list peak gap-filled:1018	1018	1.266E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	51	431.07694	308.07	1018	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3749"]	SINGLE_SCAN
1019	1018	1019	Aligned feature list peak gap-filled:1019	1019	n1019	1019	1	1.00000000	29	453.058740	1019	1	[30.0]	Aligned feature list peak gap-filled:1019	1019	1.665E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	29	453.05874	308.07	1019	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3748"]	SINGLE_SCAN
1020	1019	1020	Aligned feature list peak gap-filled:1020	1020	n1020	1020	1	1.00000000	27	185.107540	1020	1	[30.0]	Aligned feature list peak gap-filled:1020	1020	3.146E8	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	27	185.10754	308.46	1020	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3734"]	SINGLE_SCAN
1021	1020	1021	Aligned feature list peak gap-filled:1021	1021	n1021	1021	1	1.00000000	74	784.448060	1021	1	[30.0]	Aligned feature list peak gap-filled:1021	1021	7.455E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	74	784.44806	308.46	1021	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3740"]	SINGLE_SCAN
1022	1021	1022	Aligned feature list peak gap-filled:1022	1022	n1022	1022	1	1.00000000	177	407.294680	1022	1	[30.0]	Aligned feature list peak gap-filled:1022	1022	1.875E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	177	407.29468	308.46	1022	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3718"]	SINGLE_SCAN
1022	1021	1022	Aligned feature list peak gap-filled:1022	1022	n1022	1022	2	0.97519091	119	407.295150	1143	1	[30.0]	Aligned feature list peak gap-filled:1143	1143	1.038E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	160	407.29515	330.08	1143	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3989"]	SINGLE_SCAN
1023	1022	1023	Aligned feature list peak gap-filled:1023	1023	n1023	1023	1	1.00000000	221	425.305380	1023	1	[30.0]	Aligned feature list peak gap-filled:1023	1023	1.403E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	221	425.30538	308.46	1023	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3720"]	SINGLE_SCAN
1023	1022	1023	Aligned feature list peak gap-filled:1023	1023	n1023	1023	2	0.98065394	129	425.305640	1144	1	[30.0]	Aligned feature list peak gap-filled:1144	1144	9.938E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	160	425.30564	330.08	1144	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3990"]	SINGLE_SCAN
1024	1023	1024	Aligned feature list peak gap-filled:1024	1024	n1024	1024	1	1.00000000	126	443.316280	1024	1	[30.0]	Aligned feature list peak gap-filled:1024	1024	1.14E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	126	443.31628	308.46	1024	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3722"]	SINGLE_SCAN
1024	1023	1024	Aligned feature list peak gap-filled:1024	1024	n1024	1024	2	0.99206686	101	443.312000	1235	1	[30.0]	Aligned feature list peak gap-filled:1235	1235	1.735E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	144	443.312	390.15	1235	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:4684"]	SINGLE_SCAN
1024	1023	1024	Aligned feature list peak gap-filled:1024	1024	n1024	1024	3	0.98916229	91	443.315060	1236	1	[30.0]	Aligned feature list peak gap-filled:1236	1236	9.427E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	119	443.31506	390.18	1236	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:4626"]	SINGLE_SCAN
1024	1023	1024	Aligned feature list peak gap-filled:1024	1024	n1024	1024	4	0.97557596	65	443.316680	1145	1	[30.0]	Aligned feature list peak gap-filled:1145	1145	9.685E6	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	86	443.31668	330.08	1145	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:4005"]	SINGLE_SCAN
1025	1024	1025	Aligned feature list peak gap-filled:1025	1025	n1025	1025	1	1.00000000	39	789.403560	1025	1	[30.0]	Aligned feature list peak gap-filled:1025	1025	1.549E7	20260209_CVOL_mapp_02_24_PF.mzML	HCD	POSITIVE	2.0	1	2	39	789.40356	308.46	1025	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_PF:3719"]	SINGLE_SCAN
1026	1025	1026	Aligned feature list peak gap-filled:1026	1026	n1026	1026	1	1.00000000	19	306.170130	1026	1	[30.0]	Aligned feature list peak gap-filled:1026	1026	6.292E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	19	306.17013	310.48	1026	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3807"]	SINGLE_SCAN
1027	1026	1027	Aligned feature list peak gap-filled:1027	1027	n1027	1027	1	1.00000000	14	131.049340	1027	1	[30.0]	Aligned feature list peak gap-filled:1027	1027	7.706E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	14	131.04934	310.96	1027	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3780"]	SINGLE_SCAN
1027	1026	1027	Aligned feature list peak gap-filled:1027	1027	n1027	1027	2	0.99609928	9	131.049340	736	1	[30.0]	Aligned feature list peak gap-filled:736	736	9.735E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	20	131.04934	223.08	736	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2722"]	SINGLE_SCAN
1027	1026	1027	Aligned feature list peak gap-filled:1027	1027	n1027	1027	3	0.96918324	7	131.049380	910		[30.0]	Aligned feature list peak gap-filled:910	910	1.111E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	12	131.04938	277.74	910	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3388"]	SINGLE_SCAN
1028	1027	1028	Aligned feature list peak gap-filled:1028	1028	n1028	1028	1	1.00000000	40	161.059850	1028		[30.0]	Aligned feature list peak gap-filled:1028	1028	8.147E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	40	161.05985	310.96	1028	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3801"]	SINGLE_SCAN
1028	1027	1028	Aligned feature list peak gap-filled:1028	1028	n1028	1028	2	0.94317676	14	161.060060	868	1	[30.0]	Aligned feature list peak gap-filled:868	868	1.463E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	44	161.06006	262.33	868	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3198"]	SINGLE_SCAN
1028	1027	1028	Aligned feature list peak gap-filled:1028	1028	n1028	1028	3	0.94256809	13	161.059960	727	1	[30.0]	Aligned feature list peak gap-filled:727	727	5.64E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	36	161.05996	221.67	727	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2699"]	SINGLE_SCAN
1028	1027	1028	Aligned feature list peak gap-filled:1028	1028	n1028	1028	4	0.94188678	11	161.060080	585	1	[30.0]	Aligned feature list peak gap-filled:585	585	2.185E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	34	161.06008	177.09	585	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2158"]	SINGLE_SCAN
1029	1028	1029	Aligned feature list peak gap-filled:1029	1029	n1029	1029	1	1.00000000	32	177.054840	1029	1	[30.0]	Aligned feature list peak gap-filled:1029	1029	2.689E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	32	177.05484	310.96	1029	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3784"]	SINGLE_SCAN
1029	1028	1029	Aligned feature list peak gap-filled:1029	1029	n1029	1029	2	0.99990974	19	177.054860	737	1	[30.0]	Aligned feature list peak gap-filled:737	737	2.974E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	39	177.05486	223.08	737	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2729"]	SINGLE_SCAN
1029	1028	1029	Aligned feature list peak gap-filled:1029	1029	n1029	1029	3	0.83927581	12	177.055130	862	1	[30.0]	Aligned feature list peak gap-filled:862	862	2.094E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	48	177.05513	259.38	862	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3161"]	SINGLE_SCAN
1030	1029	1030	Aligned feature list peak gap-filled:1030	1030	n1030	1030	1	1.00000000	45	187.039280	1030		[30.0]	Aligned feature list peak gap-filled:1030	1030	1.291E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	45	187.03928	310.96	1030	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3791"]	SINGLE_SCAN
1030	1029	1030	Aligned feature list peak gap-filled:1030	1030	n1030	1030	2	0.99964953	26	187.039270	912	1	[30.0]	Aligned feature list peak gap-filled:912	912	1.995E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	40	187.03927	277.74	912	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3382"]	SINGLE_SCAN
1030	1029	1030	Aligned feature list peak gap-filled:1030	1030	n1030	1030	3	0.99947876	21	187.039290	738	1	[30.0]	Aligned feature list peak gap-filled:738	738	2.017E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	29	187.03929	223.08	738	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2732"]	SINGLE_SCAN
1030	1029	1030	Aligned feature list peak gap-filled:1030	1030	n1030	1030	4	0.99715632	20	187.039230	957	1	[30.0]	Aligned feature list peak gap-filled:957	957	1.645E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	40	187.03923	290.55	957	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3552"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	1	1.00000000	55	189.054780	1031	1	[30.0]	Aligned feature list peak gap-filled:1031	1031	6.661E8	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	55	189.05478	310.96	1031	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3782"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	2	0.99917910	22	189.055000	1279	1	[30.0]	Aligned feature list peak gap-filled:1279	1279	1.015E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	48	189.055	399.72	1279	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:4834"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	3	0.99896472	13	189.054770	739	1	[30.0]	Aligned feature list peak gap-filled:739	739	9.545E8	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	32	189.05477	223.08	739	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2745"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	4	0.99710116	30	189.054990	941	1	[30.0]	Aligned feature list peak gap-filled:941	941	9.844E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	53	189.05499	284.57	941	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3465"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	5	0.99653516	25	189.055070	779	1	[30.0]	Aligned feature list peak gap-filled:779	779	1.171E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	54	189.05507	235.23	779	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2864"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	6	0.99649776	21	189.054890	655	1	[30.0]	Aligned feature list peak gap-filled:655	655	2.33E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	25	189.05489	201.18	655	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2452"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	7	0.98802060	23	189.055130	889	1	[30.0]	Aligned feature list peak gap-filled:889	889	1.043E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	57	189.05513	270.81	889	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3298"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	8	0.98768381	22	189.055080	839	1	[30.0]	Aligned feature list peak gap-filled:839	839	1.254E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	60	189.05508	254.90	839	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3105"]	SINGLE_SCAN
1031	1030	1031	Aligned feature list peak gap-filled:1031	1031	n1031	1031	9	0.98701478	13	189.054910	913	1	[30.0]	Aligned feature list peak gap-filled:913	913	7.034E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	30	189.05491	277.74	913	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3405"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	1	1.00000000	52	201.054850	1032	1	[30.0]	Aligned feature list peak gap-filled:1032	1032	1.693E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	52	201.05485	310.96	1032	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3790"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	2	0.99711626	35	201.054890	914	1	[30.0]	Aligned feature list peak gap-filled:914	914	2.917E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	55	201.05489	277.74	914	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3381"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	3	0.99702360	29	201.054830	740	1	[30.0]	Aligned feature list peak gap-filled:740	740	2.732E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	54	201.05483	223.08	740	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:2730"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	4	0.98835495	24	201.054840	960	1	[30.0]	Aligned feature list peak gap-filled:960	960	4.887E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	42	201.05484	290.55	960	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3544"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	5	0.90974399	26	201.054660	1085	1	[30.0]	Aligned feature list peak gap-filled:1085	1085	2.304E7	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	52	201.05466	319.78	1085	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:3797"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	6	0.90123617	25	201.054220	1211	1	[30.0]	Aligned feature list peak gap-filled:1211	1211	9.505E6	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	54	201.05422	365.56	1211	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:4358"]	SINGLE_SCAN
1032	1031	1032	Aligned feature list peak gap-filled:1032	1032	n1032	1032	7	0.90091516	13	201.054150	1185	1	[30.0]	Aligned feature list peak gap-filled:1185	1185	4.346E8	20260209_CVOL_mapp_02_24_Bio.mzML	HCD	POSITIVE	2.0	1	2	33	201.05415	355.93	1185	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_Bio:4238"]	SINGLE_SCAN
1033	1032	1033	Aligned feature list peak gap-filled:1033	1033	n1033	1033	1	1.00000000	85	203.070430	1033		[30.0]	Aligned feature list peak gap-filled:1033	1033	7.252E6	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	85	203.07043	310.96	1033	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3803"]	SINGLE_SCAN
1033	1032	1033	Aligned feature list peak gap-filled:1033	1033	n1033	1033	2	0.99390485	48	203.070600	942	1	[30.0]	Aligned feature list peak gap-filled:942	942	1.204E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	63	203.0706	284.57	942	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3473"]	SINGLE_SCAN
1034	1033	1034	Aligned feature list peak gap-filled:1034	1034	n1034	1034	1	1.00000000	49	217.086300	1034		[30.0]	Aligned feature list peak gap-filled:1034	1034	1.309E7	20260209_CVOL_mapp_02_24_T-Shock.mzML	HCD	POSITIVE	2.0	1	2	49	217.0863	310.96	1034	["mzspec:DATASET_ID_PLACEHOLDER:20260209_CVOL_mapp_02_24_T-Shock:3792"]	SINGLE_SCAN
